server_id	team_id	name	global_ip	local_ip	グループID
112901480000	1	app0011.isu7f.k0y.org	59.106.214.116	192.168.1.1	oniyanma
112901479991	1	app0012.isu7f.k0y.org	153.125.225.71	192.168.1.2	oniyanma
112901479997	1	app0013.isu7f.k0y.org	27.133.155.15	192.168.1.3	oniyanma
112901479994	1	app0014.isu7f.k0y.org	59.106.211.57	192.168.1.4	oniyanma
